kepid,kepoi_name,koi_disposition,tce_plnt_num,pca
4365442,K02787.01,FALSE POSITIVE,1,-1579073813.8954945
9943435,K02788.01,FALSE POSITIVE,1,96853674.96927987
8885643,K02789.01,CONFIRMED,1,-1384866450.1149104
5652893,K02790.01,CONFIRMED,1,-2099251823.1700647
11662184,K02791.01,CONFIRMED,1,-2420325717.100126
11127479,K02792.01,CONFIRMED,1,-1548499623.9960573
9823519,K02793.01,CONFIRMED,1,-114427534.23348494
9823519,K02793.02,CONFIRMED,2,148552849.89612842
5428668,K02794.01,FALSE POSITIVE,1,1937570872.6951425
5041569,K02795.01,FALSE POSITIVE,1,-2140693119.4906044
11246161,K02796.01,CANDIDATE,1,-1362678894.9999
10604521,K02797.01,CANDIDATE,1,-679820819.8223447
6697756,K02798.01,CONFIRMED,1,185086459.6504704
5649833,K02799.01,FALSE POSITIVE,1,68504100.02195595
10518399,K02800.01,FALSE POSITIVE,1,-1919082921.1516862
5905822,K02801.01,CANDIDATE,1,-2100885817.0428855
5775129,K02802.01,CANDIDATE,1,-1728291599.6476672
9898447,K02803.01,CANDIDATE,1,-1686070308.976292
5307568,K02804.01,FALSE POSITIVE,1,-1846704307.9644895
11135308,K02805.01,CONFIRMED,1,-1532934871.6647785
7047824,K02806.01,CONFIRMED,1,-2212841402.080646
2985587,K02807.01,CANDIDATE,1,-826284275.7463002
3730335,K02808.01,FALSE POSITIVE,1,1610324323.6374245
7428316,K02809.01,FALSE POSITIVE,1,-2240132044.311489
10275766,K02810.01,FALSE POSITIVE,1,-1681579022.4386349
6370120,K02811.01,CANDIDATE,1,-1278184825.0669985
2442448,K02812.01,CONFIRMED,1,-2409020007.718397
11197853,K02813.01,CANDIDATE,1,1636763260.0222373
4479633,K02814.01,FALSE POSITIVE,1,-537745756.3187625
9665922,K02815.01,FALSE POSITIVE,1,-1980816752.7414923
11283615,K02816.01,CONFIRMED,1,-531614788.62486404
7605093,K02817.01,CONFIRMED,1,154337735.07876095
4952341,K02818.01,FALSE POSITIVE,1,-2304382943.88466
4270565,K02819.01,FALSE POSITIVE,1,-2271100609.7273235
11963206,K02820.01,CONFIRMED,1,-1786109923.4565735
4249611,K02821.01,CANDIDATE,1,-2451510700.840314
8263545,K02822.01,CANDIDATE,1,-1819351708.1806893
10341917,K02823.01,FALSE POSITIVE,1,-1705962130.3806458
3241604,K02824.01,FALSE POSITIVE,1,-2690286505.057449
9591070,K02825.01,FALSE POSITIVE,1,-2454727228.696693
8227661,K02826.01,FALSE POSITIVE,1,-1580333953.6813607
7428736,K02827.01,CONFIRMED,1,-1901946482.546786
6436029,K02828.01,CONFIRMED,1,-2394105049.69439
6436029,K02828.02,CANDIDATE,2,-2501662921.887175
6197215,K02829.01,CANDIDATE,1,-1191241998.9639964
9244508,K02830.01,CONFIRMED,1,-2350277862.1410384
9692557,K02831.01,FALSE POSITIVE,1,1099601046.348831
9995402,K02832.01,CONFIRMED,1,-1806575025.4231355
9109857,K02833.01,CANDIDATE,1,-944475065.2861625
5609593,K02834.01,CONFIRMED,1,-2409245850.3609986
5436338,K02835.01,CANDIDATE,1,-1150967281.4902768
11414465,K02836.01,CONFIRMED,1,-1454673544.7930908
11565924,K02837.01,CONFIRMED,1,-2185742033.475661
6607357,K02838.01,CONFIRMED,1,-2261459608.6463437
6607357,K02838.02,CONFIRMED,2,-2263854578.7109437
6186964,K02839.01,CONFIRMED,1,-671837394.0429012
6467363,K02840.01,CANDIDATE,1,-2027395371.9065037
6467363,K02840.02,CANDIDATE,2,-2405707598.3616495
8758204,K02841.01,CANDIDATE,1,-2590675082.96035
8733898,K02842.01,CONFIRMED,1,5527510403.812113
8733898,K02842.02,CONFIRMED,2,290741335.6662672
8733898,K02842.03,CONFIRMED,3,-708806743.9470084
4858610,K02844.01,FALSE POSITIVE,1,-1896458725.0876062
10591855,K02845.01,CONFIRMED,1,-1228629911.8307655
4832175,K02846.01,FALSE POSITIVE,1,-816156434.1325463
12935144,K02847.01,FALSE POSITIVE,1,-1345978710.9193232
7749773,K02848.01,CANDIDATE,1,-2271226792.080874
10064256,K02849.01,CANDIDATE,1,-2106208928.6034214
4075015,K02850.01,FALSE POSITIVE,1,-1590811644.8894737
6697605,K02851.01,CANDIDATE,1,-1237590921.7582583
6697605,K02851.02,CANDIDATE,2,-1325496147.6632602
6294819,K02852.01,CONFIRMED,1,-1235817914.3247519
12602314,K02853.01,CANDIDATE,1,-996003887.239304
5513866,K02854.01,FALSE POSITIVE,1,-1968094131.0069716
4547603,K02855.01,CANDIDATE,1,-282352710.1540127
5688910,K02856.01,CONFIRMED,1,-2370042392.7823153
6345732,K02857.01,CONFIRMED,1,-2255816599.75644
6345732,K02857.02,CONFIRMED,2,-2312320185.5690885
6185496,K02858.01,FALSE POSITIVE,1,-365139359.4479758
10397751,K02859.01,CONFIRMED,1,-1736101122.791574
10397751,K02859.02,CONFIRMED,2,-1760572488.4102643
10397751,K02859.03,CANDIDATE,3,-2134004419.7036066
10397751,K02859.04,CANDIDATE,4,-2182264579.646609
10397751,K02859.05,CANDIDATE,5,-2313705520.596547
6606438,K02860.01,CANDIDATE,1,-2481624392.435524
7815931,K02861.01,FALSE POSITIVE,1,-957864318.6104275
6679295,K02862.01,CANDIDATE,1,-2262546273.3728657
3241557,K02863.01,FALSE POSITIVE,1,-1953174100.934209
3957082,K02864.01,FALSE POSITIVE,1,-2511016492.8016443
8681833,K02865.01,CONFIRMED,1,-1278148788.290885
4138951,K02866.01,CONFIRMED,1,-1460805620.9794502
9899181,K02867.01,FALSE POSITIVE,1,-1826069227.8829153
9899181,K02867.02,FALSE POSITIVE,2,-2650254489.489187
8884274,K02868.01,CONFIRMED,1,-2120043625.4925933
7767162,K02869.01,CONFIRMED,1,-1801090936.8970842
4861791,K02870.01,FALSE POSITIVE,1,-2309352178.0283637
10793172,K02871.01,CANDIDATE,1,-2351914315.774441
10793172,K02871.02,CANDIDATE,2,-2196843063.4753056
7136729,K02872.01,FALSE POSITIVE,1,-1630469759.275575
6364276,K02873.01,FALSE POSITIVE,1,-2545120670.313439
9149789,K02874.01,CANDIDATE,1,549280521.1226954
12170648,K02875.01,FALSE POSITIVE,1,2198273381.648476
4367854,K02876.01,FALSE POSITIVE,1,-1840411661.0932927
4367854,K02876.02,FALSE POSITIVE,2,-1887967330.5084946
7019524,K02877.01,CONFIRMED,1,-2307336397.511501
5106313,K02878.01,CANDIDATE,1,-1624061666.7557666
7051984,K02879.01,FALSE POSITIVE,1,782440660.5644261
9825174,K02880.01,CONFIRMED,1,-722162284.1026039
7812455,K02881.01,FALSE POSITIVE,1,3141554122.468293
5642620,K02882.01,FALSE POSITIVE,1,-379352749.4286259
5642620,K02882.02,FALSE POSITIVE,2,-429393446.9355607
5209845,K02883.01,CONFIRMED,1,-2182491389.8324347
9652649,K02884.01,FALSE POSITIVE,1,-2214812169.9253764
11100670,K02885.01,FALSE POSITIVE,1,-2454756919.174048
6129524,K02886.01,CONFIRMED,1,-376125720.94784224
3859363,K02887.01,FALSE POSITIVE,1,-1441873325.2110279
12023078,K02888.01,FALSE POSITIVE,1,907788123.7355133
6364162,K02889.01,FALSE POSITIVE,1,-2526864108.5950236
7463685,K02890.01,CANDIDATE,1,-2382685982.8099794
10068024,K02891.01,FALSE POSITIVE,1,-1000460103.6214916
9636563,K02892.01,FALSE POSITIVE,1,-2203457714.8859177
9520443,K02893.01,FALSE POSITIVE,1,-174296259.26214385
6937402,K02894.01,CONFIRMED,1,-2477172989.597747
5475641,K02895.01,FALSE POSITIVE,1,-1859085501.308599
2853828,K02896.01,FALSE POSITIVE,1,305298010.70503324
5817986,K02897.01,FALSE POSITIVE,1,18452496.21264861
11129258,K02898.01,CONFIRMED,1,-2250118084.010964
4939533,K02899.01,CANDIDATE,1,-2182171828.5107346
4846856,K02900.01,CANDIDATE,1,-2376317550.969096
9366886,K02901.01,FALSE POSITIVE,1,-325438874.36687255
3657176,K02903.01,FALSE POSITIVE,1,-2185023061.572869
3969687,K02904.01,CONFIRMED,1,-2339865027.519018
9369366,K02905.01,FALSE POSITIVE,1,-2405461308.6617126
6716545,K02906.01,CONFIRMED,1,-2518446293.712592
6716545,K02906.02,CANDIDATE,2,-2615904014.5177116
6716545,K02906.03,CANDIDATE,3,-2595867892.566451
2708885,K02907.01,FALSE POSITIVE,1,-1570492808.669993
6612284,K02908.01,FALSE POSITIVE,1,-1626776481.9388213
7461307,K02909.01,FALSE POSITIVE,1,-1372274592.783329
4483138,K02910.01,CONFIRMED,1,-2319770381.0935736
5471202,K02911.01,FALSE POSITIVE,1,-2611822550.055745
9640439,K02912.01,FALSE POSITIVE,1,533156704.8306795
9693006,K02913.01,CONFIRMED,1,-1964457019.9468107
6837283,K02914.01,CANDIDATE,1,-2268199854.7870445
5613821,K02915.01,CANDIDATE,1,-1986668336.609279
7269881,K02916.01,FALSE POSITIVE,1,443056397.4612521
3228945,K02917.01,FALSE POSITIVE,1,-1750303668.324022
7008149,K02918.01,FALSE POSITIVE,1,2865152479.648254
10332213,K02919.01,CANDIDATE,1,-590589142.6606035
7090524,K02920.01,CONFIRMED,1,-2351644620.9061604
6842807,K02921.01,CANDIDATE,1,-2458420619.8931627
4381282,K02922.01,FALSE POSITIVE,1,-1653239742.5015182
9815053,K02923.01,CANDIDATE,1,-1521638641.8528073
7609553,K02924.01,CONFIRMED,1,-1352202307.640353
7609553,K02924.02,CANDIDATE,2,-1313814028.7752194
6974658,K02925.01,CANDIDATE,1,599409853.0577606
10122538,K02926.01,CONFIRMED,1,-1734757860.9699295
10122538,K02926.02,CONFIRMED,2,-2409504519.123561
10122538,K02926.03,CONFIRMED,3,-2497129958.330526
10122538,K02926.04,CONFIRMED,4,-2618607203.9114823
10122538,K02926.05,CANDIDATE,5,-2678992384.663749
5787131,K02927.01,CANDIDATE,1,-2494639502.5737977
3230753,K02928.01,FALSE POSITIVE,1,-2424087658.2403927
8358012,K02929.01,FALSE POSITIVE,1,-2307874350.874579
4664046,K02930.01,FALSE POSITIVE,1,-1874862257.2540169
8611257,K02931.01,CONFIRMED,1,-2471799586.9335775
3861611,K02932.01,FALSE POSITIVE,1,-1982117237.0087724
12416987,K02933.01,FALSE POSITIVE,1,-2037670997.1003773
10964265,K02934.01,FALSE POSITIVE,1,-1597019180.0391753
8259713,K02935.01,CANDIDATE,1,-2451541405.3466697
10880507,K02936.01,CONFIRMED,1,-2246703489.634558
9837578,K02937.01,FALSE POSITIVE,1,-2767555459.652834
7821010,K02938.01,FALSE POSITIVE,1,-2767555459.6532874
5473556,K02939.01,FALSE POSITIVE,1,8149225689.91827
9532424,K02941.01,FALSE POSITIVE,1,-1613534262.3292713
4385148,K02942.01,CANDIDATE,1,-2359850374.229731
4385148,K02942.02,CANDIDATE,2,-2417590269.413376
9838468,K02943.01,CONFIRMED,1,-2431532314.115318
6781548,K02944.01,FALSE POSITIVE,1,-2319943390.7265115
8617363,K02945.01,CANDIDATE,1,-2004403447.5673697
9642292,K02946.01,CONFIRMED,1,-2374988635.443958
6356692,K02948.01,CANDIDATE,1,-2322887829.1227694
6026737,K02949.01,CANDIDATE,1,-2464973615.491584
6026737,K02949.02,CANDIDATE,2,-2316075087.8912015
6028860,K02950.01,FALSE POSITIVE,1,4703297110.494003
4991208,K02951.01,CONFIRMED,1,-1629241364.415833
8243283,K02952.01,FALSE POSITIVE,1,-2036632858.3845992
6778019,K02953.01,FALSE POSITIVE,1,-711498464.4880812
4571536,K02954.01,FALSE POSITIVE,1,-1013386097.022384
5108946,K02955.01,FALSE POSITIVE,1,-724505730.9320878
8801316,K02956.01,CONFIRMED,1,-2280765771.3828773
10904004,K02957.01,CANDIDATE,1,-2161845726.058864
10597693,K02958.01,CANDIDATE,1,-2254169464.579211
7466270,K02959.01,CANDIDATE,1,-2444489204.598574
10876237,K02960.01,FALSE POSITIVE,1,-1562805262.180535
10471515,K02961.01,CONFIRMED,1,-2026205256.5443141
4935172,K02962.01,CANDIDATE,1,-1700172928.6111052
8760040,K02963.01,CONFIRMED,1,-2347234856.385158
8760040,K02963.02,CANDIDATE,2,-2288034671.202309
10098844,K02964.01,CONFIRMED,1,-2562905524.7039347
10098844,K02964.02,FALSE POSITIVE,2,-2657670746.006674
8429415,K02965.01,FALSE POSITIVE,1,-1513454057.7499795
5014903,K02966.01,FALSE POSITIVE,1,-2052597587.4050925
5980783,K02967.01,CANDIDATE,1,-2511641080.096101
8873090,K02968.01,CANDIDATE,1,-2371360621.0539765
8560804,K02969.01,FALSE POSITIVE,1,-2502004562.493681
5450893,K02970.01,CANDIDATE,1,-2070992073.9445822
4770174,K02971.01,CANDIDATE,1,-2365796595.9063807
4770174,K02971.02,CANDIDATE,2,-2505920358.4082494
8949925,K02972.01,CANDIDATE,1,-2492110889.852737
8949925,K02972.02,FALSE POSITIVE,2,-2626941679.063707
5091016,K02973.01,FALSE POSITIVE,1,-2052183823.6510255
6948480,K02975.01,FALSE POSITIVE,1,-2536618146.1418943
6438099,K02976.01,CANDIDATE,1,-1912969001.7363067
11090556,K02977.01,CONFIRMED,1,-1945752465.0308113
11090556,K02977.02,CONFIRMED,2,-2147037790.879819
10686814,K02978.01,FALSE POSITIVE,1,-2231863907.4337234
2720514,K02979.01,FALSE POSITIVE,1,-1077287642.6376126
9468551,K02980.01,CONFIRMED,1,-1720047163.7805462
9076971,K02981.01,CONFIRMED,1,-2359134043.8046293
8360640,K02982.01,CANDIDATE,1,-670257012.4595275
5695904,K02983.01,FALSE POSITIVE,1,-256816073.1684214
7918652,K02984.01,CANDIDATE,1,-2422458903.272311
8847111,K02985.01,FALSE POSITIVE,1,-383647691.61045164
4568298,K02986.01,FALSE POSITIVE,1,-1414211564.7637901
4374339,K02987.01,FALSE POSITIVE,1,-90105736.14805707
6636320,K02989.01,CANDIDATE,1,-2158872312.8485765
5520547,K02990.01,CONFIRMED,1,-2289729783.7276263
4848424,K02991.01,FALSE POSITIVE,1,-1887650679.2525103
8509442,K02992.01,CANDIDATE,1,-2234436858.142055
11304987,K02993.01,FALSE POSITIVE,1,5796342190.431939
11244137,K02994.01,CONFIRMED,1,-2023036751.7682683
3848275,K02995.01,CONFIRMED,1,-2128526563.9758222
12021625,K02996.01,CONFIRMED,1,-2245796610.00212
9777256,K02997.01,FALSE POSITIVE,1,-1974739178.0860615
4175630,K02998.01,CONFIRMED,1,-2250079163.9588866
7433585,K02999.01,FALSE POSITIVE,1,-2172769053.1118965
5702939,K03000.01,FALSE POSITIVE,1,-2454147921.35669
11709423,K03001.01,FALSE POSITIVE,1,2383658414.657802
3852655,K03002.01,CONFIRMED,1,-2283022727.6673827
11255231,K03003.01,FALSE POSITIVE,1,-2423195223.941135
6103377,K03004.01,CONFIRMED,1,-2547169260.0617948
6103377,K03004.02,CANDIDATE,2,-2420243881.0118494
3747262,K03005.01,FALSE POSITIVE,1,-1241118534.8850408
8758136,K03006.01,CANDIDATE,1,-2019521032.8785095
10190075,K03007.01,CANDIDATE,1,-2224694306.927815
9070666,K03008.01,CONFIRMED,1,-2179701347.5400796
12405333,K03009.01,CONFIRMED,1,-920951703.1286721
3642335,K03010.01,CONFIRMED,1,-2390960298.6183324
3328052,K03011.01,FALSE POSITIVE,1,-1802542566.341696
7109851,K03012.01,FALSE POSITIVE,1,648499549.2091573
11565544,K03013.01,CANDIDATE,1,-817030445.4858856
7347246,K03014.01,CONFIRMED,1,-2485026701.4382563
11403530,K03015.01,CONFIRMED,1,-2105747069.7515306
10617638,K03016.01,FALSE POSITIVE,1,-941540446.192759
12072872,K03017.01,CANDIDATE,1,-1871742565.9834204
7906671,K03018.01,FALSE POSITIVE,1,-2302872346.957897
8709688,K03019.01,CANDIDATE,1,-1972032759.5781085
8709688,K03019.02,CANDIDATE,2,-2149597174.2082496
8241079,K03020.01,CANDIDATE,1,-2306892968.8598156
3348285,K03021.01,FALSE POSITIVE,1,-1036743980.4040768
11618601,K03022.01,CANDIDATE,1,-1731291254.2502348
11618601,K03022.02,CANDIDATE,2,-2341035919.3793244
7732285,K03023.01,FALSE POSITIVE,1,-1366904104.9241273
9716391,K03025.01,CONFIRMED,1,-2440834691.8892465
6929841,K03026.01,CONFIRMED,1,-1280372989.556502
11137180,K03027.01,CANDIDATE,1,-1670218492.2360618
9838804,K03028.01,FALSE POSITIVE,1,-1853514228.7543335
5903749,K03029.01,CANDIDATE,1,-2290164795.1836805
5903749,K03029.02,CANDIDATE,2,-2352591553.835912
5524881,K03030.01,FALSE POSITIVE,1,-2355569811.4339666
6949898,K03031.01,CANDIDATE,1,-2225850492.8015075
10585738,K03032.01,CONFIRMED,1,-1364364992.7147412
7186665,K03033.01,FALSE POSITIVE,1,-2297288272.8303857
2973386,K03034.01,CANDIDATE,1,-2003377478.819126
6388770,K03035.01,FALSE POSITIVE,1,-2703094337.124043
5217891,K03036.01,FALSE POSITIVE,1,-2675404574.6706443
6593150,K03037.01,CANDIDATE,1,-2379590914.6769614
8051946,K03038.01,CONFIRMED,1,-2062937843.706584
5445681,K03039.01,CONFIRMED,1,-2491723883.2652345
6357290,K03040.01,CANDIDATE,1,-1969359317.4519653
4072955,K03041.01,CANDIDATE,1,-2206294602.6812844
8695311,K03042.01,CANDIDATE,1,-2534977715.023644
9834731,K03043.01,CANDIDATE,1,-2200255566.233724
9153554,K03044.01,FALSE POSITIVE,1,405959625.32489264
5092266,K03045.01,CANDIDATE,1,-2466081622.4520607
9301506,K03047.01,FALSE POSITIVE,1,240053764.23547506
9714550,K03048.01,CANDIDATE,1,-1852151791.3749657
6263593,K03049.01,CONFIRMED,1,-2394327934.992264
5475042,K03050.01,CANDIDATE,1,-1494589903.7463338
8827575,K03052.01,CANDIDATE,1,-2297673971.532429
8827575,K03052.02,CANDIDATE,2,-2387720010.248458
2716801,K03053.01,CONFIRMED,1,-2478302187.7050357
2716801,K03053.02,CANDIDATE,2,-2594752950.4099355
6461850,K03054.01,FALSE POSITIVE,1,-208749598.4285505
7281454,K03055.01,FALSE POSITIVE,1,-2604670296.0156918
7216284,K03056.01,CONFIRMED,1,-2251195063.62001
3234843,K03057.01,CONFIRMED,1,-2375820392.4403353
3234843,K03057.02,CONFIRMED,2,-2327161139.2094445
8192911,K03058.01,FALSE POSITIVE,1,-2466625137.714011
10554967,K03059.01,FALSE POSITIVE,1,-244008912.86857373
11019987,K03060.01,CONFIRMED,1,-2393345350.3488536
4857058,K03061.01,CANDIDATE,1,-1542690163.1434784
4857058,K03061.02,FALSE POSITIVE,2,-2578265929.850491
7613246,K03062.01,FALSE POSITIVE,1,-309872149.4707097
10924562,K03063.01,CONFIRMED,1,-2593002740.731989
9899505,K03064.01,FALSE POSITIVE,1,-2185340878.5249057
5040077,K03065.01,CANDIDATE,1,-817687021.7856658
4067925,K03066.01,CANDIDATE,1,-2390847391.4609337
4847782,K03067.01,FALSE POSITIVE,1,-2560703557.08852
3230805,K03068.01,CANDIDATE,1,-2066042961.2244556
3230805,K03068.02,CANDIDATE,2,-2349274748.8244915
4676964,K03069.01,CANDIDATE,1,-2531315459.4578247
6072593,K03070.01,FALSE POSITIVE,1,-1713804163.4027982
5865654,K03071.01,CONFIRMED,1,-2348055201.0233006
3219643,K03072.01,FALSE POSITIVE,1,-2452788245.821671
8546542,K03073.01,CANDIDATE,1,-1675544279.7271273
8197560,K03074.01,FALSE POSITIVE,1,-106942427.89142789
3328080,K03075.01,CANDIDATE,1,-2098479817.9312189
2715695,K03077.01,CANDIDATE,1,-1944783298.6621714
2715695,K03077.02,CANDIDATE,2,-2427601415.360967
8430964,K03078.01,CANDIDATE,1,-2140674099.4552736
3654719,K03081.01,FALSE POSITIVE,1,-2565927210.6020317
10619142,K03082.01,FALSE POSITIVE,1,-1972347747.8281057
7106173,K03083.01,CANDIDATE,1,-2315048582.023816
7106173,K03083.02,CANDIDATE,2,-2445679551.1848955
7106173,K03083.03,CANDIDATE,3,-2289087359.441067
3324986,K03084.01,FALSE POSITIVE,1,-1532184999.577316
11912932,K03085.01,FALSE POSITIVE,1,-2078362640.833329
10749059,K03086.01,CANDIDATE,1,-2619093538.161124
9119568,K03087.01,FALSE POSITIVE,1,-2202998636.758647
9119568,K03087.02,FALSE POSITIVE,2,-2577162237.3787365
9020114,K03088.01,CANDIDATE,1,-1696594987.5653067
7668416,K03089.01,CANDIDATE,1,-266028577.05595905
6609270,K03090.01,CANDIDATE,1,-1718496658.2923644
6609270,K03090.02,FALSE POSITIVE,2,-2487309782.7073913
12406807,K03091.01,CANDIDATE,1,-2504252854.1901536
12406807,K03091.02,CANDIDATE,2,-2555904995.6134205
8046689,K03092.01,FALSE POSITIVE,1,-2182755385.8689866
5096590,K03093.01,CONFIRMED,1,-2591083300.9111676
12352520,K03094.01,CANDIDATE,1,-622240046.047957
9650989,K03095.01,CANDIDATE,1,-1798106444.1420434
7455981,K03096.01,CONFIRMED,1,-2572680677.326982
7582689,K03097.01,CONFIRMED,1,-2376736745.9000077
7582689,K03097.02,CONFIRMED,2,-2370480914.253658
7582689,K03097.03,CONFIRMED,3,-2436262299.1855636
9959589,K03098.01,FALSE POSITIVE,1,-1844582722.077706
5124254,K03099.01,FALSE POSITIVE,1,-2264140985.40418
7107561,K03100.01,FALSE POSITIVE,1,-69689869.03121312
11508644,K03101.01,CONFIRMED,1,-2450668322.7600036
11518201,K03104.01,CANDIDATE,1,-922197647.370103
12168993,K03105.01,CANDIDATE,1,-2499323534.251165
8895758,K03106.01,CONFIRMED,1,-1485078597.7586887
10031500,K03107.01,FALSE POSITIVE,1,-2557286261.765335
3756264,K03108.01,CANDIDATE,1,-1557630986.5082366
11572193,K03109.01,CONFIRMED,1,-2211618676.673876
11285870,K03110.01,CONFIRMED,1,-2236188166.5454254
8581240,K03111.01,CANDIDATE,1,-2330221598.8977957
8581240,K03111.02,CANDIDATE,2,-2183533450.077068
7022573,K03112.01,CANDIDATE,1,-1377619583.1932418
7676423,K03113.01,CONFIRMED,1,-1493169443.5751483
9288237,K03114.01,CANDIDATE,1,-2364724031.655165
11714231,K03115.01,CONFIRMED,1,-2238563589.126478
11720424,K03116.01,CONFIRMED,1,-2572854703.659114
6523351,K03117.01,CANDIDATE,1,-1930850137.3490021
5551672,K03119.01,CANDIDATE,1,-303458683.03247344
11499192,K03120.01,CONFIRMED,1,-1921333545.4347026
10934313,K03121.01,FALSE POSITIVE,1,-1770256784.2425077
12416661,K03122.01,CONFIRMED,1,-2423788938.269717
8197793,K03123.01,CANDIDATE,1,-2433257475.7979574
4076976,K03124.01,FALSE POSITIVE,1,-2645988935.2033734
8751796,K03125.01,CONFIRMED,1,-2090422549.8475294
7097534,K03126.01,FALSE POSITIVE,1,-2083037169.1027763
9907129,K03127.01,CONFIRMED,1,-2517819467.548013
7609674,K03128.01,CANDIDATE,1,-2382102727.091863
6964159,K03129.01,FALSE POSITIVE,1,-2388264909.587497
10252275,K03130.01,CANDIDATE,1,-2091809413.548482
10252275,K03130.02,CANDIDATE,2,-2014433992.5764132
11455181,K03131.01,CONFIRMED,1,-2488617846.3012676
9541295,K03132.01,FALSE POSITIVE,1,-2070761285.9587152
6115516,K03134.01,FALSE POSITIVE,1,-109521024.51258871
9899352,K03135.01,FALSE POSITIVE,1,-1897360905.9688919
6945786,K03136.01,CANDIDATE,1,-1767037314.0930347
9758032,K03137.01,CANDIDATE,1,-1600145396.8652494
6444896,K03138.01,CONFIRMED,1,-1910697269.7757459
6444896,K03138.02,FALSE POSITIVE,2,-2359159266.8895206
5978170,K03140.01,CANDIDATE,1,-2234097870.2150216
5440317,K03141.01,CONFIRMED,1,-1747953264.629638
3752110,K03142.01,CANDIDATE,1,-2498235211.0200896
5688790,K03144.01,CONFIRMED,1,-2237807010.752312
1717722,K03145.01,CANDIDATE,1,-2717919120.024912
1717722,K03145.02,CANDIDATE,2,-1771597394.0314012
10908248,K03146.01,CONFIRMED,1,-2539983111.3146014
7534267,K03147.01,CONFIRMED,1,-2493353326.8486133
10611420,K03148.01,FALSE POSITIVE,1,-2212783029.2632422
6504534,K03152.01,FALSE POSITIVE,1,8149225689.712363
6307062,K03153.01,FALSE POSITIVE,1,-2767555489.6536026
5217733,K03155.01,FALSE POSITIVE,1,-1280332300.7909942
4150611,K03156.01,CANDIDATE,1,8149225689.907227
4150611,K03156.02,FALSE POSITIVE,2,8149225689.714085
4150611,K03156.03,FALSE POSITIVE,3,-1672383824.6479301
4150611,K03156.04,FALSE POSITIVE,4,8149224182.244943
8738244,K03157.01,FALSE POSITIVE,1,-2499019921.2595224
6278762,K03158.01,CONFIRMED,1,-323269210.78941333
6278762,K03158.02,CONFIRMED,2,-1082163423.3037977
6278762,K03158.03,CONFIRMED,3,-812793139.9764043
6278762,K03158.04,CONFIRMED,4,-503987518.73325664
6278762,K03158.05,CONFIRMED,5,-2767557010.793953
5200084,K03159.01,FALSE POSITIVE,1,-2235523019.8385415
2696703,K03161.01,FALSE POSITIVE,1,8149225122.997333
9752973,K03162.01,FALSE POSITIVE,1,8149224154.092056
9579208,K03165.01,CANDIDATE,1,-1730681389.4763615
12255382,K03167.01,FALSE POSITIVE,1,-446980915.9752231
4450844,K03168.01,CANDIDATE,1,-2568709976.8231483
3337061,K03172.01,FALSE POSITIVE,1,-1903533807.103699
7115661,K03174.01,FALSE POSITIVE,1,-2764938532.242676
4909707,K03175.01,FALSE POSITIVE,1,113527428.46887676
6153407,K03179.01,CANDIDATE,1,-1378458158.1371858
4735826,K03184.01,CANDIDATE,1,-2394419181.4250813
3240406,K03185.01,FALSE POSITIVE,1,-1903437055.1216397
4663658,K03187.01,FALSE POSITIVE,1,-2158804441.024264
7457278,K03188.01,FALSE POSITIVE,1,-2384751337.5035944
5985713,K03190.01,CANDIDATE,1,-2276689862.200414
10467815,K03191.02,CANDIDATE,2,-2442811533.6566057
7430876,K03193.01,FALSE POSITIVE,1,-2358395262.8077283
12004971,K03194.01,CANDIDATE,1,-1488564798.653308
9002538,K03196.01,CANDIDATE,1,-2157576112.1053653
9002538,K03196.02,CANDIDATE,2,-2141984803.625133
8443527,K03197.01,CANDIDATE,1,-2146431497.1813767
5482603,K03199.01,FALSE POSITIVE,1,-2198144941.101248
4262040,K03202.01,CANDIDATE,1,-2569472015.127469
3122872,K03203.01,CANDIDATE,1,-2277662479.0436397
9959494,K03205.01,FALSE POSITIVE,1,-1649885903.0208812
5612697,K03206.01,CANDIDATE,1,-2497294015.610295
9518710,K03207.01,FALSE POSITIVE,1,-2403544338.6141715
10155029,K03208.01,CANDIDATE,1,-1542501412.3243403
7017274,K03209.01,CANDIDATE,1,-1899575254.985168
7017274,K03209.02,CANDIDATE,2,-2083646727.2579994
7293937,K03211.01,FALSE POSITIVE,1,-108645351.73452182
4927734,K03212.01,FALSE POSITIVE,1,-2689691522.216352
5398002,K03213.01,FALSE POSITIVE,1,-2623091952.6493926
7983117,K03214.01,CANDIDATE,1,-2326890628.9985905
7983117,K03214.02,CANDIDATE,2,-2561608254.0910425
3342952,K03215.01,FALSE POSITIVE,1,-1704355603.9268281
10338279,K03216.01,FALSE POSITIVE,1,7618481758.735389
2573108,K03217.01,FALSE POSITIVE,1,-2670702319.179498
10191036,K03218.01,FALSE POSITIVE,1,-1576587537.5220463
7985733,K03219.01,FALSE POSITIVE,1,-459867198.4551941
11189311,K03220.01,CONFIRMED,1,-1244513037.0279396
6956136,K03221.01,FALSE POSITIVE,1,-2705857838.8892817
5556726,K03223.01,FALSE POSITIVE,1,-1786351734.4884992
10384298,K03224.01,CANDIDATE,1,-1515925192.8579285
3109550,K03225.01,CANDIDATE,1,-1934294539.109578
5544450,K03226.01,CANDIDATE,1,-988494199.8496541
5544450,K03226.02,CANDIDATE,2,-1768471555.6921089
8975368,K03227.01,FALSE POSITIVE,1,-1640310608.4422708
