"koi_disposition","kepid","kepoi_name","X","tce_plnt_num","tce_dor","tce_incl","tce_impact","tce_ingress","tce_ldm_coeff4","tce_model_chisq","tce_insol","tce_sradius","tce_slogg_prov","tce_sradius_prov","tcet_model_chisq","wst_depth","tce_mesmedian","tce_mesmad","tce_maxmesd","tce_minmesd","tce_bin_oedp_stat","tce_rminmes","tce_albedo","tce_albedo_stat","boot_mesmean","tce_rb_tcount3","tce_fwm_stat","tce_fwm_sra","tce_fwm_srao","tce_fwm_prao","tce_fwm_pdeco","tce_incl_sn","tce_impact_sn","tce_duration_sn","tce_ingress_sn","tce_depth_sn","tce_sma_sn","tce_insol_sn","tce_slogg_sn","tce_smet_sn","tce_albedo_sn","tce_fwm_srao_sn","tce_fwm_sdeco_sn","tce_fwm_pdeco_sn","tce_dicco_msky_sn","tce_dikco_mra_sn","tce_dikco_mdec_sn"
"CANDIDATE",10271806,"K00733.01",1002,1,8.7683477,84.26,0.8766,0.471,-0.5115,5268,78.1,0.679,16,0,71100,81.06,-0.056,0.6461,1.505,2.24,0.01758,0.03426,14.7,2.88,-0.069862,1,1.3275,19.395619,0.01913,-3.617e-05,-0.0001833,88.1196402426271,25.1174785100286,26.1964285714286,3.27994428969359,60.0383141762452,16.4515211828263,8.16091954022988,92.8,-2.26666666666667,3.09083263246426,0.0951741293532338,0.627894736842105,-0.55210843373494,0.565635775862069,0.334137254901961,0.265562565720294
"CANDIDATE",10271806,"K00733.02",1003,2,19.013067,87.74,0.7496,0.2504,-0.5115,2914,32.83,0.679,16,0,66460,106.3,0.006834,0.7363,6.994,7.85,0.08382,0.06814,64.68,2.011,-0.20158,0,3.1404,19.395618,-0.0429,5.137e-05,0.0003539,31.893856779353,1.84767069263002,10.187149095446,0.638124362895005,40.6926406926407,16.4516129032258,8.16666666666667,92.8,-2.26666666666667,2.04231133564888,-0.138834951456311,-0.902033898305085,0.846650717703349,1.12739495798319,-0.237155688622754,1.64869565217391
"CANDIDATE",10271806,"K00733.03",1004,3,4.95497,79.53,0.9007,0.2632,-0.5115,7430,182.65,0.679,16,0,64340,43.74,0.01969,0.5969,-0.4323,1.734,0.8694,0.1354,11.81,1.535,-0.15363,1,4.5468,19.395606,-0.4731,0.000201,0.0002194,7.42577030812325,4.94346871569704,5.86342422009334,0.512760568868108,20.2458628841608,16.4521739130435,8.16130473637176,92.8,-2.26666666666667,1.67589044983681,-0.844821428571429,-0.961509433962264,0.958078602620087,0.970628019323672,-0.703098591549296,-0.153236933797909
"CANDIDATE",10271806,"K00733.04",1005,4,57.349489,89.27,0.7354,0.1075,-0.5115,864,16.94,0.679,16,0,57330,197.9,-0.07298,0.6515,4.913,6.592,0.2743,0.2202,357,0.4987,-0.29474,1,2.7823,19.395636,0.6387,-0.0005574,0.0004552,18.1627670396745,0.320715220235499,2.62316715542522,0.121113114015322,16.0868758121403,16.4459745762712,8.14423076923077,92.8,-2.26666666666667,0.50014009526478,0.810532994923858,-0.701208053691275,0.681437125748503,0.393117154811715,0.354947368421053,0.485659472422062
"CANDIDATE",10272442,"K00734.01",1006,1,15.615951,87.03,0.8103,0.6937,-0.050316,3519,34.13,0.91,7,0,68150,39.87,0.05826,0.6514,-5.83,-5.122,0.9598,0.07241,53.59,1.569,-0.03418,0,2.307,19.413158,0.2025,-0.0001853,-0.000201,110.93690248566,10.9352226720648,31.6441164411644,2.57881040892193,48.6824475212148,4.06342182890855,2.67057902973396,23.7894736842105,-0.533333333333333,1.59874701670644,0.695876288659794,-1.25884476534296,-0.638095238095238,2.67266233766234,-1.31903225806452,-0.473071428571428
"CANDIDATE",10272442,"K00734.02",1007,2,54.857495,88.97,0.9849,1.633,-0.050316,406.9,8.4,0.91,7,0,64830,166.4,-0.01798,0.6665,35.59,11.49,1.121,0.3318,649.2,0.3202,-0.069242,0,1.5084,19.413141,-0.4372,0.0003537,0.0004482,127.409422884147,8.70822281167109,6.40588235294118,6.40392156862745,6.2779632721202,4.06387128230132,2.67515923566879,23.7894736842105,-0.533333333333333,0.320592592592593,-0.367394957983193,-0.964102564102564,0.477825159914712,1.214375,-0.887416666666667,-1.75339207048458
"CANDIDATE",10287242,"K00735.01",1008,1,11.888379,85.38,0.9568,3.256,-0.2608876,2351,18.17,0.707,7,0,75400,130.7,0.04974,0.8464,7.759,2.541,0.4896,0.1034,66,2.226,-0.18831,0,2.515,19.779549,-0.3155,-0.0004362,0.0003235,229.577843506319,59.318040917545,36.3854748603352,36.3839535143591,25.028875028875,10.5255023183926,5.28197674418605,57.125,-1.71428571428571,2.26027397260274,-1.34255319148936,0.955384615384615,0.366780045351474,1.06134453781513,-1.62990314769976,1.98881481481481
"CANDIDATE",10340423,"K00736.01",1009,1,25.451013,88.12,0.8343,0.4265,-0.1077008,2046,6.79,0.602,42,0,68520,123.4,0.07885,0.6524,2.675,4.981,4.104,0.08857,127.3,2.447,-0.044992,0,3.0845,19.47961,0.427,-0.0004108,-0.000579,96.3375970263475,6.63723150357995,12.6957776975821,1.27123695976155,35.6208400275419,28.320500481232,10.9516129032258,233.5,-0.4,2.46705426356589,0.889583333333333,0.921729490022173,-0.779273216689098,0.839253112033195,0.985921787709497,-0.479055793991416
"CANDIDATE",10340423,"K00736.02",1010,2,8.530436,83.95,0.8989,0.3684,-0.1077008,4528,26.67,0.602,42,0,66690,66.94,-0.09959,0.5869,5.025,-0.6094,0.6413,0.1224,43.33,1.832,-0.039899,0,6.3261,19.479578,-0.767,0.000522,-0.0004979,16.6600515975392,6.08186738836265,6.40954613253782,0.63869625520111,19.288415262977,28.3309489747258,10.8857142857143,233.5,-0.4,1.87575757575758,-0.870601589103292,1.14814814814815,-1.08711790393013,0.431845730027548,-0.196181034482759,-0.221934036939314
"FALSE POSITIVE",10345478,"K00737.01",1011,1,15.933681,86.7,0.9169,1.234,-0.4213692,2500,32.25,0.735,7,0,68340,292.8,-0.07933,0.6096,8.867,0.5875,1.677,0.02478,69.75,5.222,0.035242,0,17.537,19.608066,-0.002302,-5.608e-05,-0.0008886,878.419452887538,186.437576250508,76.7006109979633,12.315369261477,87.4594594594595,8.30757341576507,4.91615853658537,57.5,-0.933333333333334,5.30015197568389,-0.0221346153846154,2.08362068965517,-1.54539130434783,1.71864864864865,0.751481481481481,2.79226736566186
"CANDIDATE",10358759,"K00738.01",1012,1,6.6839186,81.56,0.9814,2.217,-0.247266,3215,86.54,0.87,51,0,55250,46.51,-0.004338,0.6829,7.56,0.5108,0.01449,0.07316,9.922,0.8777,-0.076402,0,43.127,19.889883,-0.1965,0.0001539,-0.001338,49.430303030303,24.3523573200992,22.6288922919857,22.6293763396958,24.5415778251599,15.3772795716915,7.44750430292599,90.8,-0.4,0.975614552605703,-0.577941176470588,2.92330097087379,-3.3037037037037,1.50475935828877,1.51806896551724,1.96117948717949
"CANDIDATE",10358759,"K00738.02",1013,2,6.7591195,81.62,0.985,2.632,-0.247266,2805,61.94,0.87,51,0,51260,47.78,-0.09995,0.6327,4.972,2.976,2.159e-05,0.08697,17.63,0.6695,-0.0041302,0,22.509,19.889881,-0.2638,0.0001774,-0.0009964,35.2722558340536,18.7762104460541,16.48090169067,16.48090169067,18.007342443402,15.3715498938429,7.45367027677497,90.8,-0.4,0.709742351046699,-0.573478260869565,2.07071428571429,-2.47245657568238,0.270811428571429,0.210815331010453,0.282688679245283
"CANDIDATE",10386984,"K00739.01",1014,1,3.8174082,77.23,0.8435,0.1394,-0.0884808,13260,136.51,0.525,42,0,68130,44.44,0.152,0.5614,0.1656,0.8152,0.08272,0.05608,3.36,1.346,-0.24723,0,6.6493,18.86557,-0.5747,0.0001706,-0.0001862,7.34823977164605,4.01284490960989,9.70716510903427,0.726798748696559,42.9300911854103,14.8850118953212,7.82292263610315,94.4,0.8,1.91671420422133,-2.44553191489362,-1.32488687782805,-1.14938271604938,0.479082644628099,-4.69761467889908,-4.16593220338983
"CANDIDATE",10395381,"K00740.01",1015,1,23.704596,87.95,0.8461,0.342,-0.5620632,2000,16.4,0.687,7,0,68940,75.4,-0.0415,0.6941,-3.538,9.645,0.872,0.08777,105.5,2.149,-0.092101,0,14.96,19.173905,0.9146,-0.0008703,-0.0005387,57.7858081471748,4.6209721463681,10.0268096514745,0.810042633822833,33.2272390821614,11.4448669201521,5.85714285714286,77.3333333333333,-0.533333333333333,2.16899671052632,2.14694835680751,1.51,-1.38840206185567,0.446791366906475,-0.343240875912409,0.323576687116564
"FALSE POSITIVE",10418797,"K00741.01",1016,1,33.977747,88.57,0.8464,2.305,-0.2856808,1697,31,0.905,7,0,63970,785.3,-0.1179,0.6911,15.71,16.99,1.424,0.002987,23.89,2.71,-0.091881,0,318.66,19.797149,-0.03836,-0.006462,0.003544,7661.76470588235,193.817265857568,653.023651040929,652.789578023223,716.228805664244,4.26641949152542,2.69799825935596,22.65,0.233333333333333,2.82788825757576,-2.92824427480916,-3.67165354330709,0.440248447204969,0.365268656716418,-0.286469719350074,0.393144927536232
"FALSE POSITIVE",10419211,"K00742.01",1017,1,17.159015,86.81,0.9555,1.813,-0.141812,2629,75.98,0.848,7,0,57170,745.3,-0.1678,0.6947,6.479,5.151,2.033,0.004748,12.97,2.676,0.04401,0,0.22289,19.805331,0.06753,1.263e-05,0.0001174,978.361320861039,55.5523255813954,307.372881355932,307.340227157145,553.808202281838,4.50645161290323,2.90999617004979,25.2777777777778,-0.666666666666667,2.90026833631485,2.8736170212766,-1.66593886462882,0.0531221719457014,0.19295690936107,2.17919762258544,0.523470839260313
"FALSE POSITIVE",10464078,"K00743.01",1018,1,9.223745,84.97,0.8087,2.937,-0.4214108,7902,17.73,0.68,7,0,139200,1236,-0.04663,0.7807,11.84,12.25,0.06033,0.05309,174.7,7.435,-0.33653,0,6.0574,19.283882,0.03777,-0.0003808,-0.0001528,1886.96424605818,307.023538344723,353.043984852898,65.208703374778,298.188298188298,11.1524500907441,5.62857142857143,65.5714285714286,-1.54285714285714,7.47859589041096,1.61410256410256,-0.231,-0.121269841269841,0.136894117647059,-2.16126656848306,-0.553657474600871
"FALSE POSITIVE",10480982,"K00744.01",1019,1,31.057321,88.3,0.92,2.394,0.0719228,2402,56.09,0.947,7,0,69490,100.7,-0.027,0.6365,4.419,9.284,13,0.00122,0.7692,-0.5968,-0.25865,0,38.744,19.720965,-0.1235,-0.0005066,-0.001731,2568.35369400814,51.1964385086255,1131.6473646892,1131.91489361702,1730.58933582788,3.71361132966168,2.45363079615048,21.4285714285714,-0.628571428571429,1.98862461220269,-22.4545454545455,-47.4555160142349,-0.13015037593985,0.087711509715994,-0.263949704142012,-3.01577380952381
"FALSE POSITIVE",10480982,"K00744.02",1020,2,1.9050188,61.5,0.9089,0.2724,0.0719228,16260,1118.12,0.947,7,0,53030,15.04,-0.3472,0.6862,1.131,0.6266,0.04246,0.2286,5.588,0.8858,-0.53452,0,24.419,19.720894,-2.708,0.0003049,-0.0001914,1.4018691588785,3.11373758136348,5.30972328002031,0.301127570196772,12.006094464195,3.71385083713851,2.45395487665701,21.4285714285714,-0.628571428571429,1.07897277466692,-3.07727272727273,1.4647577092511,-1.78878504672897,9.20044150110375,-9.63988764044944,3.68162251655629
"FALSE POSITIVE",10485250,"K00745.01",1021,1,13.419654,88.23,0.4147,0.9783,-0.4954422,6133,29.66,0.786,7,0,77130,602.9,-0.04375,0.7143,6.008,6.382,6.438,0.03282,66.27,5.694,-0.78602,0,23.583,19.810293,-0.09191,0.000746,0.0008186,398.869801084991,9.63522304832714,208.941124780316,20.2044609665428,228.559176672384,9.93934142114385,4.95158597662771,50.2222222222222,-0.666666666666667,5.782722513089,-2.91777777777778,-7.29737609329446,0.437754010695187,0.597185185185185,0.242727272727273,0.0140307262569832
"CANDIDATE",10526549,"K00746.01",1022,1,11.699235,85.8,0.8564,0.4459,-0.5618816,4120,41.95,0.696,7,0,67310,28.91,-0.03727,0.6416,-2.002,-1.737,3.828,0.0287,11.22,1.694,-0.10883,0,6.5862,19.209215,-0.04874,0.0003377,0.0001896,83.5443037974684,14.9328683522232,23.8219544846051,2.38321753073223,73.1316725978648,12.1886549895549,5.90845070422535,65.4285714285714,-1,1.85977125808056,-0.255183246073298,1.22363636363636,0.873732718894009,0.698625146886017,0.493080568720379,4.25136138613861
"CANDIDATE",10583066,"K00747.01",1023,1,19.745168,87.78,0.7644,0.1585,-0.5175904,2905,50.18,0.672,7,0,67040,85.79,-0.01398,0.6067,2.025,-0.6156,7.285e-10,0.0534,15.78,1.612,-0.080655,0,0.52317,18.914051,-0.3173,-0.0001748,-0.0001026,31.3052781740371,1.85488958990536,8.065143412737,0.576573299381593,56.2958435207824,13.3264933880529,6.60263157894737,77.5,0.7,1.72157975125464,-1.42927927927928,-1.12238095238095,-0.230561797752809,1.02944444444444,-1.62377192982456,-2.09078260869565
"FALSE POSITIVE",10583180,"K00748.01",1024,1,2.8016272,71.11,0.9072,0.3845,-0.5477172,13710,305.33,0.819,7,0,68760,98.17,-1.47,0.9997,1.361,1.192,3.823,0.1306,19.75,3.42,-0.3891,0,27.708,18.917658,-1.465,0.0004651,0.0001937,7.80399473222125,10.6378986866792,11.9993423216047,1.02016449986734,34.377291295695,10.4114490161002,5.14283308068048,50,0.333333333333333,3.60335705163291,-3.91711229946524,-1.44184782608696,1.60082644628099,4.57692307692308,1.69145038167939,4.61610337972167
"CANDIDATE",10601284,"K00749.01",1025,1,6.5797191,82.23,0.8892,0.4355,-0.524454,6184,169.11,0.91,26,0,67920,27.05,-0.05714,0.6784,2.131,3.025,0.0838,0.06737,4.85,1.389,-0.073641,0,12.435,19.491722,-0.7108,0.0005461,0.0003006,37.8416935112747,16.4758198999444,18.2166666666667,1.92358657243816,50.6583850931677,10.1918552036199,5.68819374369324,44.4,1.06666666666667,1.7502706604114,-2.10919881305638,-1.26986754966887,1.19760956175299,0.327748031496063,-0.199016129032258,-0.215126050420168
"CANDIDATE",10601284,"K00749.02",1026,2,4.711102,78.69,0.9236,0.3636,-0.524454,6660,254.16,0.91,26,0,62030,39.99,-0.05142,0.8877,-0.6302,-0.7431,0.009335,0.1619,10.55,1.997,-0.10825,0,1.5378,19.491748,0.1997,-8.195e-05,-0.0001336,11.1569544874521,10.3728661275831,7.81628162816282,0.794233289646134,22.1056062581486,10.190814288884,5.68845120859445,44.4,1.06666666666667,2.20526755852843,0.275448275862069,0.580674846625767,-0.601801801801802,1.86677130044843,-1.24656084656085,1.70810945273632
"CANDIDATE",10601284,"K00749.03",1027,3,8.0052052,83.47,0.9106,0.2917,-0.524454,3237,97.12,0.91,26,0,56650,41.61,-0.06549,0.7229,-1.652,-1.219,0.08228,0.2673,54.01,0.8796,-0.053028,0,8.6253,19.491847,3.792,-0.0007179,2.119e-05,4.99521244763615,2.22151744327885,3.05584642233857,0.205857445306987,9.82677165354331,10.1920175558908,5.68951376684241,44.4,1.06666666666667,0.896282774643213,2.21754385964912,-0.0828387096774193,0.0728178694158075,0.206179516685846,-0.151839195979899,-0.275465949820788
"CANDIDATE",10662202,"K00750.01",1028,1,24.747602,87.93,0.8946,0.4902,-0.5522832,1666,18.68,0.828,26,0,75100,125.7,0.01296,0.6602,-1.625,12.55,0.2483,0.1151,160.3,3.331,-0.022912,0,4.5532,19.364357,0.5373,-0.0006366,1.019e-06,111.120940224946,12.7654109589041,12.3620071684588,1.38984973064928,26.9587464023025,12.8493150684931,7.04905660377358,64.2857142857143,1.2,3.3521539104977,1.2553738317757,-0.600934579439252,0.00272459893048128,0.671656441717791,-2.23857142857143,-1.10053398058252
"CANDIDATE",10662202,"K00750.02",1029,2,12.015544,86.08,0.8216,0.0758,-0.5522832,3203,130.53,0.828,26,0,72760,49.8,0.004828,0.7742,0.7031,0.3656,1.144,0.5378,52.82,0.459,-0.070131,0,0.96082,19.364346,0.1493,-6.039e-05,0.0001019,3.91628753412193,0.535593220338983,4.39024390243902,0.114970423176096,8.73276776246023,12.8536938676968,7.05949161709032,64.2857142857143,1.2,0.46784765279008,0.112255639097744,-0.652686567164179,0.463181818181818,1.07009884678748,-1.2498127925117,-0.0990528586839266
"CANDIDATE",10662202,"K00750.03",1030,3,21.470283,87.68,0.8684,0.1789,-0.5522832,1755,31.88,0.828,26,0,68890,100.4,-0.04503,0.741,0.4271,-2.839,0.01105,0.4044,267.8,0.5419,-0.11661,0,5.3962,19.364266,-2.757,0.0006339,-4.147e-05,8.31090047393365,0.87408152994464,2.53191489361702,0.12724039829303,9.17984553144538,12.8520286396181,7.05309734513274,64.2857142857143,1.2,0.543977249644526,-2.12076923076923,-0.0707874015748031,-0.13,2.9775,-3.23333333333333,-0.715090909090909
"CANDIDATE",10682541,"K00751.01",1031,1,6.1531356,81.16,0.9454,0.7642,-0.4955684,3828,167.13,0.847,7,0,54170,99.76,-0.04809,0.6215,1.217,1.5,4.397,0.1131,14.65,2.13,-0.098462,0,0.0031829,19.853891,0.2609,1.601e-05,8.781e-06,62.0489296636086,58.9401496259352,15.896674584323,2.67858394672275,22.1451319381256,6.09065155807365,3.60738182603065,32.5,0.6,2.28691851389323,0.586292134831461,-0.349475890985325,0.0179204081632653,0.89520325203252,-0.345172043010753,0.431294117647059
"CANDIDATE",10797460,"K00752.01",1032,1,9.196221,84.17,0.9342,0.6594,-0.4448558,3488,93.73,0.927,26,0,68410,51.5,0.04486,0.5939,6.481,-2.063,0.163,0.1015,24.02,2.263,-0.0056925,1,12.307,19.462294,0.4341,-0.0002042,-0.0005549,75.3536257833482,39.5679796696315,16.993041749503,2.47522522522523,28.6936731907146,9.47766170260058,5.68405093996361,44.7,0.933333333333334,2.36184857423795,0.857905138339921,1.92969072164948,-1.79,1.21842424242424,0.590968503937008,1.82875
"CANDIDATE",10797460,"K00752.02",1033,2,67.428761,89.4,0.7116,0.2578,-0.4448558,837.1,9.13,0.927,26,0,65070,59.48,0.03965,0.6805,6.144,-11.84,9.297,0.1538,277.3,0.9397,-0.33518,0,11.474,19.462265,-0.6269,0.0006591,-0.001047,51.4976958525346,0.69901768172888,6.54768703597944,0.304368358913813,21.6719242902208,9.47970863683663,5.67080745341615,44.7,0.933333333333334,0.943197278911565,-0.868282548476454,1.7953216374269,-1.67252396166134,1.06304945054945,1.4333137829912,0.162216142270862
"FALSE POSITIVE",10811496,"K00753.01",1034,1,54.880784,89.03,0.9299,0.8881,-0.1096848,792.9,39.35,0.868,7,0,60950,169.6,-0.01306,0.7123,12.4,2.519,0.1906,0.01802,12.49,1.768,-0.056278,0,2.561,19.800321,-0.02069,0.0006529,0.0005628,1215.26071526072,29.5300095268339,67.221801665405,67.2293716881151,124.298409728718,4.46086136435083,2.89338235294118,25.2222222222222,-0.6,1.92242573495459,-0.298988439306358,-0.527910238429173,0.164081632653061,0.586304044630404,0.0286844319775596,-0.359635135135135
"FALSE POSITIVE",10848459,"K00754.01",1035,1,3.5315766,74.67,0.9335,1.171,0.07316,11130,896.4,0.791,7,0,56900,25.56,-0.5674,0.7111,0.7469,0.4719,208.5,0.004922,0.1138,-12.63,-0.11127,0,402.3,19.035638,-0.1106,0.003022,-0.001423,274.522058823529,144.21442916731,221.475875118259,221.528566023458,291.019955654102,4.69769081614666,3.02082631259689,26.8235294117647,-1.73333333333333,1.62154459960103,-3.57928802588997,0.0704868913857678,-1.7633209417596,3.67115628970775,-3.57142857142857,1.28533591731266
"CANDIDATE",10854555,"K00755.01",1036,1,9.0096013,85.6,0.6905,0.07021,-0.105498,6355,926.79,1.046,7,0,67670,41.15,-0.05954,0.7731,-0.5969,1.872,1.035,0.06738,4.382,0.8207,0.0057658,0,0.6215,19.250326,-0.008566,7.735e-05,-7.285e-05,5.11044776119403,0.496405463695183,6.85654008438819,0.247479732111385,29.9017580144778,3.74549459351221,2.43386118332939,21.1428571428571,0.233333333333333,1.0633341421985,-0.0244742857142857,0.616847826086957,-0.335714285714286,0.674964788732394,0.379130681818182,0.111
"CANDIDATE",10872983,"K00756.01",1037,1,15.095555,87.6,0.6329,0.2719,-0.0328536,3679,115.1,0.972,7,0,52640,67.02,-0.1668,0.6184,5.025,1.873,2.745,0.05576,23.04,1.61,-0.13253,0,0,19.752406,-0.1155,3.553e-05,0,26.3063063063063,1.19731365872115,15.5223379240846,0.813098086124402,59.1748526522593,3.59036580948932,2.2715610815078,19.5217391304348,-0.266666666666667,1.68298027757487,-0.529816513761468,0.607234042553191,0,0.607968,-0.127511811023622,-0.795184466019418
"CANDIDATE",10872983,"K00756.02",1038,2,4.2310563,77.37,0.9249,0.592,-0.0328536,5807,429.2,0.972,7,0,49390,62.94,-0.3733,0.7089,1.581,3.038,0.3646,0.07713,9.796,1.773,-0.35525,0,0,19.752413,0.1447,-0.000159,0,28.2166301969365,30.2452583387835,16.5690978886756,2.25266362252664,33.3581718827621,3.59020979020979,2.27150039693041,19.5217391304348,-0.266666666666667,1.97420395002015,0.396438356164384,-0.810025062656642,0,1.68331210191083,1.20901315789474,0.371794701986755
"CANDIDATE",10872983,"K00756.03",1039,3,4.542696,79.64,0.8173,0.1131,-0.0328536,6244,810.47,0.972,7,0,43900,23.5,-0.5101,0.5551,1.811,0.5885,0.609,0.315,7.402,0.5106,-0.37573,0,0,19.752412,0.1016,-4e-05,0,1.3998945333099,0.531750162654522,3.40669240669241,0.120846244256865,11.8940702360391,3.59230769230769,2.2714966367713,19.5217391304348,-0.266666666666667,0.590271132376396,0.101803607214429,0.303669724770642,0,1.58929328621908,-1.24093655589124,-1.34070093457944
"CANDIDATE",10910878,"K00757.01",1040,1,28.299599,88.7,0.6436,0.3816,-0.5452062,2319,30.79,0.848,26,0,57600,60.94,-0.02446,0.7086,-0.4,-3.088,1.782,0.02248,11.65,1.473,-0.12818,0,5.5288,19.133299,0.03261,0.0002628,0.0004904,220.756595321055,5.47278911564626,39.2811569544875,3.37699115044248,133.124830024476,11.7372795459153,6.48210526315789,56.125,1.06666666666667,1.61089601769911,0.356783369803064,-0.505433526011561,0.628717948717949,0.581933333333333,0.0709174434087883,0.371365853658537
"CANDIDATE",10910878,"K00757.02",1041,2,28.571184,88.16,0.9179,1.576,-0.5452062,1024,8.78,0.848,26,0,54190,125.7,-0.004847,0.6738,28.39,25.25,2.022,0.09062,132.9,2.326,-0.30517,0,4.1835,19.133286,-0.4262,0.001115,0.0001184,610.526315789474,74.3841166936791,31.7791411042945,5.39356605065024,34.7638110488391,11.737012987013,6.5037037037037,56.125,1.06666666666667,2.34350202786105,-1.4112582781457,0.00541114982578397,0.148930817610063,0.665161290322581,0.373286432160804,0.158642424242424
"CANDIDATE",10910878,"K00757.03",1042,3,12.185154,86.38,0.7703,0.1913,-0.5452062,3546,108.39,0.848,26,0,52400,63.65,-0.07594,0.6936,0.6979,1.698,0.09435,0.07335,16.24,1.331,-0.18086,0,2.8888,19.133288,-0.3645,0.0004233,-9.063e-05,14.0204512254504,1.41807805596465,7.74073009485484,0.430177647852485,36.588693957115,11.7341699942955,6.48265550239234,56.125,1.06666666666667,1.41834061135371,-1.05959302325581,0.468923076923077,-0.285,0.374100628930818,-0.130266666666667,0.4031328125
"CANDIDATE",10987985,"K00758.01",1043,1,21.609139,87.74,0.853,0.3918,-0.5446066,1815,29.38,0.826,7,0,53400,94.19,0.01635,0.5494,5.507,5.65,0.03318,0.08994,65.31,1.996,-0.028666,0,3.5811,19.801708,-0.03368,-2.071e-05,0.000538,63.7645348837209,5.89088397790055,10.3223806571606,0.970282317979198,29.9363057324841,8.70918754745634,4.31424375917768,37.5,0.4,2.02763117044396,-0.0710548523206751,-0.796061269146608,1,1.73198412698413,-1.30932835820896,-0.689176991150443
"CANDIDATE",11018648,"K00759.01",1044,1,24.699339,87.93,0.8916,1.018,-0.2240104,1706,15.58,0.798,7,0,56130,56.05,0.06001,0.6771,10.01,-3.467,0.2206,0.06589,72.5,1.852,-0.059378,0,6.0982,19.047895,-0.2454,0.0007855,-0.0001563,444.764795144158,49.5333333333333,37.9765193370166,5.52660152008686,56.2005277044855,5.26051825020897,3.37960954446855,30.4,-1,1.87775187775188,-0.962352941176471,-0.78310502283105,-0.373923444976077,0.735245454545455,1.30032327586207,-0.742456896551724
"CANDIDATE",11018648,"K00759.02",1045,2,72.774002,89.39,0.78,0.3793,-0.2240104,540.8,3.92,0.798,7,0,53480,98.06,-0.02578,0.697,44.75,-9.413,0.08793,0.1914,1664,1.367,-0.25749,0,1.0244,19.047889,-0.4747,0.0004113,0.000156,66.9086826347305,1.16209773539928,6.62801532249715,0.337455516014235,15.0987841945289,5.26220109075654,3.37931034482759,30.4,-1,1.36729663105998,-0.435504587155963,-0.558085106382979,0.275132275132275,0.908228476821192,-0.93916890080429,-0.85696261682243
"CANDIDATE",11138155,"K00760.01",1046,1,11.716346,85.83,0.8518,0.6966,-0.3018924,5094,350.19,1.082,26,0,68180,37.56,-0.06704,0.736,1.213,3.013,3.785,0.004082,0.4286,-3.049,-0.070933,0,0.69976,19.477804,0.0004317,0.0001057,-6.696e-05,2370.33968516984,393.441108545035,315.731269007465,55.2418715305313,491.733466933868,7.35477989059651,4.83487505177413,39.6363636363636,0.666666666666667,2.28708644610459,0.0196227272727273,-4.24851485148515,-0.0896385542168675,0.329451851851852,-0.318807749627422,-1.13354319180088
"FALSE POSITIVE",11152159,"K00761.01",1047,1,2.3851828,65.65,0.9834,1.648,-0.3559408,8061,528.85,0.91,7,0,53300,91.78,-0.595,0.6816,1.342,0.7552,0.9201,0.05773,3.797,0.8498,-0.37154,0,6279.5,19.861797,7.843,-0.006079,-0.01249,17.1052631578947,31.6104146576664,23.4328358208955,23.4190706266875,25.1736745886654,4.72783825816485,2.98262929332807,26.2941176470588,-0.133333333333333,1.15375265876633,23.6948640483384,45.421686746988,-42.9209621993127,15.5685990338164,9.28042895442359,16.8721712538226
"CANDIDATE",11153539,"K00762.01",1048,1,5.1539559,80.61,0.8411,0.2778,0.002206,7507,390.09,0.969,7,0,54530,33.91,-0.3343,0.8518,0.9706,2.265,1.888,0.1013,10.07,1.268,-0.087972,0,2.5415,19.897146,0.8335,-0.00024,-9.557e-05,7.14627659574468,2.77042160737813,8.47994825355757,0.522376833396013,26.8720379146919,3.83309759547383,2.47189658450035,21.3809523809524,-0.342857142857143,1.40740740740741,1.7847965738758,1.15788336933045,-0.450801886792453,0.664170403587444,0.74663967611336,0.217719387755102
"FALSE POSITIVE",11242721,"K00763.01",1049,1,23.3749,88.18,0.7411,1.05,0.0182236,2440,67.19,1.063,7,0,65690,187.3,-0.1704,0.6541,10.16,9.413,0.4091,0.006769,13.5,2.304,-0.004083,0,1.3158,19.406258,-0.05928,0.0002051,-0.0001765,3042.78812974465,136.507644133358,296.969696969697,48.2536764705882,445.623342175066,3.76941300342195,2.44416151327756,20.9047619047619,-0.4,2.48710390567428,-1.95,-0.809386281588448,-0.148319327731092,0.0954402985074627,-0.408731778425656,0.492299703264095
"CANDIDATE",11304958,"K00764.01",1050,1,28.205711,89.07,0.457,0.6125,-0.4624322,3080,16.75,1.046,7,0,69360,80.16,0.0194,0.6367,13.03,22.39,0.5044,0.03302,75.3,2.289,-0.059052,0,6.302,19.70367,-0.004621,-0.0002218,-0.0004023,113.018652455272,1.48617886178862,46.6314398943197,2.4949083503055,126.248282180486,4.20868605079131,2.71474878444084,23,0.733333333333333,2.31906375115491,-0.0444326923076923,-1.28333333333333,-1.01590909090909,0.807935684647303,-0.592963855421687,-0.773269876819709
